case_id,seed,n,deleted_count,expected_repair,oracle,singleton,fd_hash,bcnf,all_match
142,42,20,6,True,True,True,True,True,True
143,42,21,6,True,True,True,True,True,True
144,42,14,4,True,True,True,True,True,True
145,42,15,4,True,True,True,True,True,True
146,42,17,5,True,True,True,True,True,True
147,42,18,5,True,True,True,True,True,True
148,42,20,6,True,True,True,True,True,True
149,42,21,6,True,True,True,True,True,True
150,42,14,4,True,True,True,True,True,True
151,42,15,4,True,True,True,True,True,True
152,42,17,5,True,True,True,True,True,True
153,42,18,5,True,True,True,True,True,True
154,42,20,6,True,True,True,True,True,True
155,42,21,6,True,True,True,True,True,True
156,42,14,4,True,True,True,True,True,True
157,42,15,4,True,True,True,True,True,True
158,42,17,5,True,True,True,True,True,True
159,42,18,5,True,True,True,True,True,True
160,42,20,6,True,True,True,True,True,True
161,42,21,6,True,True,True,True,True,True
162,42,14,4,True,True,True,True,True,True
163,42,15,4,True,True,True,True,True,True
164,42,17,5,True,True,True,True,True,True
165,42,18,5,True,True,True,True,True,True
166,42,20,6,True,True,True,True,True,True
167,42,21,6,True,True,True,True,True,True
168,42,14,4,True,True,True,True,True,True
169,42,15,4,True,True,True,True,True,True
170,42,17,5,True,True,True,True,True,True
171,42,18,5,True,True,True,True,True,True
172,42,20,6,True,True,True,True,True,True
173,42,21,6,True,True,True,True,True,True
174,42,14,4,True,True,True,True,True,True
175,42,15,4,True,True,True,True,True,True
176,42,17,5,True,True,True,True,True,True
177,42,18,5,True,True,True,True,True,True
178,42,20,6,True,True,True,True,True,True
179,42,21,6,True,True,True,True,True,True
180,42,14,4,True,True,True,True,True,True
181,42,15,4,True,True,True,True,True,True
182,42,17,5,True,True,True,True,True,True
183,42,18,5,True,True,True,True,True,True
184,42,20,6,True,True,True,True,True,True
185,42,21,6,True,True,True,True,True,True
186,42,14,4,True,True,True,True,True,True
187,42,15,4,True,True,True,True,True,True
188,42,17,5,True,True,True,True,True,True
189,42,18,5,True,True,True,True,True,True
190,42,20,6,True,True,True,True,True,True
191,42,21,6,True,True,True,True,True,True
192,42,14,4,True,True,True,True,True,True
193,42,15,4,True,True,True,True,True,True
194,42,17,5,True,True,True,True,True,True
195,42,18,5,True,True,True,True,True,True
196,42,20,6,True,True,True,True,True,True
197,42,21,6,True,True,True,True,True,True
198,42,14,4,True,True,True,True,True,True
199,42,15,4,True,True,True,True,True,True
200,42,17,5,True,True,True,True,True,True
201,42,18,5,True,True,True,True,True,True
202,42,20,6,True,True,True,True,True,True
203,42,21,6,True,True,True,True,True,True
204,42,14,4,True,True,True,True,True,True
205,42,15,4,True,True,True,True,True,True
206,42,17,5,True,True,True,True,True,True
207,42,18,5,True,True,True,True,True,True
208,42,20,6,True,True,True,True,True,True
209,42,21,6,True,True,True,True,True,True
210,42,14,4,True,True,True,True,True,True
211,42,15,4,True,True,True,True,True,True
212,42,17,5,True,True,True,True,True,True
213,42,18,5,True,True,True,True,True,True
214,42,20,6,True,True,True,True,True,True
215,42,21,6,True,True,True,True,True,True
216,42,14,4,True,True,True,True,True,True
217,42,15,4,True,True,True,True,True,True
218,42,17,5,True,True,True,True,True,True
219,42,18,5,True,True,True,True,True,True
220,42,20,6,True,True,True,True,True,True
221,42,21,6,True,True,True,True,True,True
222,42,14,4,True,True,True,True,True,True
223,42,15,4,True,True,True,True,True,True
224,42,17,5,True,True,True,True,True,True
225,42,18,5,True,True,True,True,True,True
226,42,20,6,True,True,True,True,True,True
227,42,21,6,True,True,True,True,True,True
228,42,14,4,True,True,True,True,True,True
229,42,15,4,True,True,True,True,True,True
230,42,17,5,True,True,True,True,True,True
231,42,18,5,True,True,True,True,True,True
232,42,20,6,True,True,True,True,True,True
233,42,21,6,True,True,True,True,True,True
234,42,14,4,True,True,True,True,True,True
235,42,15,4,True,True,True,True,True,True
236,42,17,5,True,True,True,True,True,True
237,42,18,5,True,True,True,True,True,True
238,42,20,6,True,True,True,True,True,True
239,42,21,6,True,True,True,True,True,True
240,42,14,4,True,True,True,True,True,True
241,42,15,4,True,True,True,True,True,True
242,42,17,5,True,True,True,True,True,True
243,42,18,5,True,True,True,True,True,True
244,42,20,6,True,True,True,True,True,True
245,42,21,6,True,True,True,True,True,True
246,42,14,4,True,True,True,True,True,True
247,42,15,4,True,True,True,True,True,True
248,42,17,5,True,True,True,True,True,True
249,42,18,5,True,True,True,True,True,True
250,42,20,6,True,True,True,True,True,True
251,42,21,6,True,True,True,True,True,True
252,42,14,4,True,True,True,True,True,True
253,42,15,4,True,True,True,True,True,True
254,42,17,5,True,True,True,True,True,True
255,42,18,5,True,True,True,True,True,True
256,42,20,6,True,True,True,True,True,True
257,42,21,6,True,True,True,True,True,True
258,42,14,4,True,True,True,True,True,True
259,42,15,4,True,True,True,True,True,True
260,42,17,5,True,True,True,True,True,True
261,42,18,5,True,True,True,True,True,True
262,42,20,6,True,True,True,True,True,True
263,42,21,6,True,True,True,True,True,True
264,42,14,4,True,True,True,True,True,True
265,42,15,4,True,True,True,True,True,True
266,42,17,5,True,True,True,True,True,True
267,42,18,5,True,True,True,True,True,True
268,42,20,6,True,True,True,True,True,True
269,42,21,6,True,True,True,True,True,True
270,42,14,4,True,True,True,True,True,True
271,42,15,4,True,True,True,True,True,True
272,42,17,5,True,True,True,True,True,True
273,42,18,5,True,True,True,True,True,True
274,42,20,6,True,True,True,True,True,True
275,42,21,6,True,True,True,True,True,True
276,42,14,4,True,True,True,True,True,True
277,42,15,4,True,True,True,True,True,True
278,42,17,5,True,True,True,True,True,True
279,42,18,5,True,True,True,True,True,True
280,42,20,6,True,True,True,True,True,True
281,42,21,6,True,True,True,True,True,True
282,42,14,4,True,True,True,True,True,True
283,42,15,4,True,True,True,True,True,True
284,42,17,5,True,True,True,True,True,True
285,42,18,5,True,True,True,True,True,True
286,42,20,6,True,True,True,True,True,True
287,42,21,6,True,True,True,True,True,True
288,42,14,4,True,True,True,True,True,True
289,42,15,4,True,True,True,True,True,True
290,42,17,5,True,True,True,True,True,True
291,42,18,5,True,True,True,True,True,True
292,42,20,6,True,True,True,True,True,True
293,42,21,6,True,True,True,True,True,True
294,42,14,4,True,True,True,True,True,True
295,42,15,4,True,True,True,True,True,True
296,42,17,5,True,True,True,True,True,True
297,42,18,5,True,True,True,True,True,True
298,42,20,6,True,True,True,True,True,True
299,42,21,6,True,True,True,True,True,True
300,42,14,4,True,True,True,True,True,True
301,42,15,4,True,True,True,True,True,True
302,42,17,5,True,True,True,True,True,True
303,42,18,5,True,True,True,True,True,True
304,42,20,6,True,True,True,True,True,True
305,42,21,6,True,True,True,True,True,True
306,42,14,4,True,True,True,True,True,True
307,42,15,4,True,True,True,True,True,True
308,42,17,5,True,True,True,True,True,True
309,42,18,5,True,True,True,True,True,True
310,42,20,6,True,True,True,True,True,True
311,42,21,6,True,True,True,True,True,True
312,42,14,4,True,True,True,True,True,True
313,42,15,4,True,True,True,True,True,True
314,42,17,5,True,True,True,True,True,True
315,42,18,5,True,True,True,True,True,True
316,42,20,6,True,True,True,True,True,True
317,42,21,6,True,True,True,True,True,True
318,42,14,4,True,True,True,True,True,True
319,42,15,4,True,True,True,True,True,True
320,42,17,5,True,True,True,True,True,True
321,42,18,5,True,True,True,True,True,True
322,42,20,6,True,True,True,True,True,True
323,42,21,6,True,True,True,True,True,True
324,42,14,4,True,True,True,True,True,True
325,42,15,4,True,True,True,True,True,True
326,42,17,5,True,True,True,True,True,True
327,42,18,5,True,True,True,True,True,True
328,42,20,6,True,True,True,True,True,True
329,42,21,6,True,True,True,True,True,True
330,42,14,4,True,True,True,True,True,True
331,42,15,4,True,True,True,True,True,True
332,42,17,5,True,True,True,True,True,True
333,42,18,5,True,True,True,True,True,True
334,42,20,6,True,True,True,True,True,True
335,42,21,6,True,True,True,True,True,True
336,42,14,4,True,True,True,True,True,True
337,42,15,4,True,True,True,True,True,True
338,42,17,5,True,True,True,True,True,True
339,42,18,5,True,True,True,True,True,True
340,42,20,6,True,True,True,True,True,True
341,42,21,6,True,True,True,True,True,True
342,42,14,4,True,True,True,True,True,True
343,42,15,4,True,True,True,True,True,True
344,42,17,5,True,True,True,True,True,True
345,42,18,5,True,True,True,True,True,True
346,42,20,6,True,True,True,True,True,True
347,42,21,6,True,True,True,True,True,True
348,42,14,4,True,True,True,True,True,True
349,42,15,4,True,True,True,True,True,True
350,42,17,5,True,True,True,True,True,True
351,42,18,5,True,True,True,True,True,True
352,42,20,6,True,True,True,True,True,True
353,42,21,6,True,True,True,True,True,True
354,42,14,4,True,True,True,True,True,True
355,42,15,4,True,True,True,True,True,True
356,42,17,5,True,True,True,True,True,True
357,42,18,5,True,True,True,True,True,True
358,42,20,6,True,True,True,True,True,True
359,42,21,6,True,True,True,True,True,True
360,42,14,4,True,True,True,True,True,True
361,42,15,4,True,True,True,True,True,True
362,42,17,5,True,True,True,True,True,True
363,42,18,5,True,True,True,True,True,True
364,42,20,6,True,True,True,True,True,True
365,42,21,6,True,True,True,True,True,True
366,42,14,4,True,True,True,True,True,True
367,42,15,4,True,True,True,True,True,True
368,42,17,5,True,True,True,True,True,True
369,42,18,5,True,True,True,True,True,True
370,42,20,6,True,True,True,True,True,True
371,42,21,6,True,True,True,True,True,True
372,42,14,4,True,True,True,True,True,True
373,42,15,4,True,True,True,True,True,True
374,42,17,5,True,True,True,True,True,True
375,42,18,5,True,True,True,True,True,True
376,42,20,6,True,True,True,True,True,True
377,42,21,6,True,True,True,True,True,True
378,42,14,4,True,True,True,True,True,True
379,42,15,4,True,True,True,True,True,True
380,42,17,5,True,True,True,True,True,True
381,42,18,5,True,True,True,True,True,True
382,42,20,6,True,True,True,True,True,True
383,42,21,6,True,True,True,True,True,True
384,42,14,4,True,True,True,True,True,True
385,42,15,4,True,True,True,True,True,True
386,42,17,5,True,True,True,True,True,True
387,42,18,5,True,True,True,True,True,True
388,42,20,6,True,True,True,True,True,True
389,42,21,6,True,True,True,True,True,True
390,42,14,4,True,True,True,True,True,True
391,42,15,4,True,True,True,True,True,True
392,42,17,5,True,True,True,True,True,True
393,42,18,5,True,True,True,True,True,True
394,42,20,6,True,True,True,True,True,True
395,42,21,6,True,True,True,True,True,True
396,42,14,4,True,True,True,True,True,True
397,42,15,4,True,True,True,True,True,True
398,42,17,5,True,True,True,True,True,True
399,42,18,5,True,True,True,True,True,True
400,42,20,6,True,True,True,True,True,True
401,42,21,6,True,True,True,True,True,True
402,42,14,4,True,True,True,True,True,True
403,42,15,4,True,True,True,True,True,True
404,42,17,5,True,True,True,True,True,True
405,42,18,5,True,True,True,True,True,True
406,42,20,6,True,True,True,True,True,True
407,42,21,6,True,True,True,True,True,True
408,42,14,4,True,True,True,True,True,True
409,42,15,4,True,True,True,True,True,True
410,42,17,5,True,True,True,True,True,True
411,42,18,5,True,True,True,True,True,True
412,42,20,6,True,True,True,True,True,True
413,42,21,6,True,True,True,True,True,True
414,42,14,4,True,True,True,True,True,True
415,42,15,4,True,True,True,True,True,True
416,42,17,5,True,True,True,True,True,True
417,42,18,5,True,True,True,True,True,True
418,42,20,6,True,True,True,True,True,True
419,42,21,6,True,True,True,True,True,True
420,42,14,4,True,True,True,True,True,True
421,42,15,4,True,True,True,True,True,True
422,42,17,5,True,True,True,True,True,True
423,42,18,5,True,True,True,True,True,True
424,42,20,6,True,True,True,True,True,True
425,42,21,6,True,True,True,True,True,True
426,42,14,4,True,True,True,True,True,True
427,42,15,4,True,True,True,True,True,True
428,42,17,5,True,True,True,True,True,True
429,42,18,5,True,True,True,True,True,True
430,42,20,6,True,True,True,True,True,True
431,42,21,6,True,True,True,True,True,True
432,42,14,4,True,True,True,True,True,True
433,42,15,4,True,True,True,True,True,True
434,42,17,5,True,True,True,True,True,True
435,42,18,5,True,True,True,True,True,True
436,42,20,6,True,True,True,True,True,True
437,42,21,6,True,True,True,True,True,True
438,42,14,4,True,True,True,True,True,True
439,42,15,4,True,True,True,True,True,True
440,42,17,5,True,True,True,True,True,True
441,42,18,5,True,True,True,True,True,True
442,42,20,6,True,True,True,True,True,True
443,42,21,6,True,True,True,True,True,True
444,42,14,4,True,True,True,True,True,True
445,42,15,4,True,True,True,True,True,True
446,42,17,5,True,True,True,True,True,True
447,42,18,5,True,True,True,True,True,True
448,42,20,6,True,True,True,True,True,True
449,42,21,6,True,True,True,True,True,True
450,42,14,4,True,True,True,True,True,True
451,42,15,4,True,True,True,True,True,True
452,42,17,5,True,True,True,True,True,True
453,42,18,5,True,True,True,True,True,True
454,42,20,6,True,True,True,True,True,True
455,42,21,6,True,True,True,True,True,True
456,42,14,4,True,True,True,True,True,True
457,42,15,4,True,True,True,True,True,True
458,42,17,5,True,True,True,True,True,True
459,42,18,5,True,True,True,True,True,True
460,42,20,6,True,True,True,True,True,True
461,42,21,6,True,True,True,True,True,True
462,42,14,4,True,True,True,True,True,True
463,42,15,4,True,True,True,True,True,True
464,42,17,5,True,True,True,True,True,True
465,42,18,5,True,True,True,True,True,True
466,42,20,6,True,True,True,True,True,True
467,42,21,6,True,True,True,True,True,True
468,42,14,4,True,True,True,True,True,True
469,42,15,4,True,True,True,True,True,True
470,42,17,5,True,True,True,True,True,True
471,42,18,5,True,True,True,True,True,True
472,42,20,6,True,True,True,True,True,True
473,42,21,6,True,True,True,True,True,True
474,42,14,4,True,True,True,True,True,True
475,42,15,4,True,True,True,True,True,True
476,42,17,5,True,True,True,True,True,True
477,42,18,5,True,True,True,True,True,True
478,42,20,6,True,True,True,True,True,True
479,42,21,6,True,True,True,True,True,True
480,42,14,4,True,True,True,True,True,True
481,42,15,4,True,True,True,True,True,True
482,42,17,5,True,True,True,True,True,True
483,42,18,5,True,True,True,True,True,True
484,42,20,6,True,True,True,True,True,True
485,42,21,6,True,True,True,True,True,True
486,42,14,4,True,True,True,True,True,True
487,42,15,4,True,True,True,True,True,True
488,42,17,5,True,True,True,True,True,True
489,42,18,5,True,True,True,True,True,True
490,42,20,6,True,True,True,True,True,True
491,42,21,6,True,True,True,True,True,True
492,42,14,4,True,True,True,True,True,True
493,42,15,4,True,True,True,True,True,True
494,42,17,5,True,True,True,True,True,True
495,42,18,5,True,True,True,True,True,True
496,42,20,6,True,True,True,True,True,True
497,42,21,6,True,True,True,True,True,True
498,42,14,4,True,True,True,True,True,True
499,42,15,4,True,True,True,True,True,True
500,42,17,5,True,True,True,True,True,True
501,42,18,5,True,True,True,True,True,True
502,42,20,6,True,True,True,True,True,True
503,42,21,6,True,True,True,True,True,True
504,42,14,4,True,True,True,True,True,True
505,42,15,4,True,True,True,True,True,True
506,42,17,5,True,True,True,True,True,True
507,42,18,5,True,True,True,True,True,True
508,42,20,6,True,True,True,True,True,True
509,42,21,6,True,True,True,True,True,True
510,42,14,4,True,True,True,True,True,True
511,42,15,4,True,True,True,True,True,True
512,42,17,5,True,True,True,True,True,True
513,42,18,5,True,True,True,True,True,True
514,42,20,6,True,True,True,True,True,True
515,42,21,6,True,True,True,True,True,True
516,42,14,4,True,True,True,True,True,True
517,42,15,4,True,True,True,True,True,True
518,42,17,5,True,True,True,True,True,True
519,42,18,5,True,True,True,True,True,True
520,42,20,6,True,True,True,True,True,True
521,42,21,6,True,True,True,True,True,True
522,42,14,4,True,True,True,True,True,True
523,42,15,4,True,True,True,True,True,True
524,42,17,5,True,True,True,True,True,True
525,42,18,5,True,True,True,True,True,True
526,42,20,6,True,True,True,True,True,True
527,42,21,6,True,True,True,True,True,True
528,42,14,4,True,True,True,True,True,True
529,42,15,4,True,True,True,True,True,True
530,42,17,5,True,True,True,True,True,True
531,42,18,5,True,True,True,True,True,True
532,42,20,6,True,True,True,True,True,True
533,42,21,6,True,True,True,True,True,True
534,42,14,4,True,True,True,True,True,True
535,42,15,4,True,True,True,True,True,True
536,42,17,5,True,True,True,True,True,True
537,42,18,5,True,True,True,True,True,True
538,42,20,6,True,True,True,True,True,True
539,42,21,6,True,True,True,True,True,True
540,42,14,4,True,True,True,True,True,True
541,42,15,4,True,True,True,True,True,True
542,42,17,5,True,True,True,True,True,True
543,42,18,5,True,True,True,True,True,True
544,42,20,6,True,True,True,True,True,True
545,42,21,6,True,True,True,True,True,True
546,42,14,4,True,True,True,True,True,True
547,42,15,4,True,True,True,True,True,True
548,42,17,5,True,True,True,True,True,True
549,42,18,5,True,True,True,True,True,True
550,42,20,6,True,True,True,True,True,True
551,42,21,6,True,True,True,True,True,True
552,42,14,4,True,True,True,True,True,True
553,42,15,4,True,True,True,True,True,True
554,42,17,5,True,True,True,True,True,True
555,42,18,5,True,True,True,True,True,True
556,42,20,6,True,True,True,True,True,True
557,42,21,6,True,True,True,True,True,True
558,42,14,4,True,True,True,True,True,True
559,42,15,4,True,True,True,True,True,True
560,42,17,5,True,True,True,True,True,True
561,42,18,5,True,True,True,True,True,True
562,42,20,6,True,True,True,True,True,True
563,42,21,6,True,True,True,True,True,True
564,42,14,4,True,True,True,True,True,True
565,42,15,4,True,True,True,True,True,True
566,42,17,5,True,True,True,True,True,True
567,42,18,5,True,True,True,True,True,True
568,42,20,6,True,True,True,True,True,True
569,42,21,6,True,True,True,True,True,True
570,42,14,4,True,True,True,True,True,True
571,42,15,4,True,True,True,True,True,True
572,42,17,5,True,True,True,True,True,True
573,42,18,5,True,True,True,True,True,True
574,42,20,6,True,True,True,True,True,True
575,42,21,6,True,True,True,True,True,True
576,42,14,4,True,True,True,True,True,True
577,42,15,4,True,True,True,True,True,True
578,42,17,5,True,True,True,True,True,True
579,42,18,5,True,True,True,True,True,True
580,42,20,6,True,True,True,True,True,True
581,42,21,6,True,True,True,True,True,True
582,42,14,4,True,True,True,True,True,True
583,42,15,4,True,True,True,True,True,True
584,42,17,5,True,True,True,True,True,True
585,42,18,5,True,True,True,True,True,True
586,42,20,6,True,True,True,True,True,True
587,42,21,6,True,True,True,True,True,True
588,42,14,4,True,True,True,True,True,True
589,42,15,4,True,True,True,True,True,True
590,42,17,5,True,True,True,True,True,True
591,42,18,5,True,True,True,True,True,True
592,42,20,6,True,True,True,True,True,True
593,42,21,6,True,True,True,True,True,True
594,42,14,4,True,True,True,True,True,True
595,42,15,4,True,True,True,True,True,True
596,42,17,5,True,True,True,True,True,True
597,42,18,5,True,True,True,True,True,True
598,42,20,6,True,True,True,True,True,True
599,42,21,6,True,True,True,True,True,True
600,42,14,4,True,True,True,True,True,True
601,42,15,4,True,True,True,True,True,True
602,42,17,5,True,True,True,True,True,True
603,42,18,5,True,True,True,True,True,True
604,42,20,6,True,True,True,True,True,True
605,42,21,6,True,True,True,True,True,True
606,42,14,4,True,True,True,True,True,True
607,42,15,4,True,True,True,True,True,True
608,42,17,5,True,True,True,True,True,True
609,42,18,5,True,True,True,True,True,True
610,42,20,6,True,True,True,True,True,True
611,42,21,6,True,True,True,True,True,True
612,42,14,4,True,True,True,True,True,True
613,42,15,4,True,True,True,True,True,True
614,42,17,5,True,True,True,True,True,True
615,42,18,5,True,True,True,True,True,True
616,42,20,6,True,True,True,True,True,True
617,42,21,6,True,True,True,True,True,True
618,42,14,4,True,True,True,True,True,True
619,42,15,4,True,True,True,True,True,True
620,42,17,5,True,True,True,True,True,True
621,42,18,5,True,True,True,True,True,True
622,42,20,6,True,True,True,True,True,True
623,42,21,6,True,True,True,True,True,True
624,42,14,4,True,True,True,True,True,True
625,42,15,4,True,True,True,True,True,True
626,42,17,5,True,True,True,True,True,True
627,42,18,5,True,True,True,True,True,True
628,42,20,6,True,True,True,True,True,True
629,42,21,6,True,True,True,True,True,True
630,42,14,4,True,True,True,True,True,True
631,42,15,4,True,True,True,True,True,True
632,42,17,5,True,True,True,True,True,True
633,42,18,5,True,True,True,True,True,True
634,42,20,6,True,True,True,True,True,True
635,42,21,6,True,True,True,True,True,True
636,42,14,4,True,True,True,True,True,True
637,42,15,4,True,True,True,True,True,True
638,42,17,5,True,True,True,True,True,True
639,42,18,5,True,True,True,True,True,True
640,42,20,6,True,True,True,True,True,True
641,42,21,6,True,True,True,True,True,True
642,42,14,4,True,True,True,True,True,True
643,42,15,4,True,True,True,True,True,True
644,42,17,5,True,True,True,True,True,True
645,42,18,5,True,True,True,True,True,True
646,42,20,6,True,True,True,True,True,True
647,42,21,6,True,True,True,True,True,True
648,42,14,4,True,True,True,True,True,True
649,42,15,4,True,True,True,True,True,True
650,42,17,5,True,True,True,True,True,True
651,42,18,5,True,True,True,True,True,True
652,42,20,6,True,True,True,True,True,True
653,42,21,6,True,True,True,True,True,True
654,42,14,4,True,True,True,True,True,True
655,42,15,4,True,True,True,True,True,True
656,42,17,5,True,True,True,True,True,True
657,42,18,5,True,True,True,True,True,True
658,42,20,6,True,True,True,True,True,True
659,42,21,6,True,True,True,True,True,True
660,42,14,4,True,True,True,True,True,True
661,42,15,4,True,True,True,True,True,True
662,42,17,5,True,True,True,True,True,True
663,42,18,5,True,True,True,True,True,True
664,42,20,6,True,True,True,True,True,True
665,42,21,6,True,True,True,True,True,True
666,42,14,4,True,True,True,True,True,True
667,42,15,4,True,True,True,True,True,True
668,42,17,5,True,True,True,True,True,True
669,42,18,5,True,True,True,True,True,True
670,42,20,6,True,True,True,True,True,True
671,42,21,6,True,True,True,True,True,True
672,42,14,4,True,True,True,True,True,True
673,42,15,4,True,True,True,True,True,True
674,42,17,5,True,True,True,True,True,True
675,42,18,5,True,True,True,True,True,True
676,42,20,6,True,True,True,True,True,True
677,42,21,6,True,True,True,True,True,True
678,42,14,4,True,True,True,True,True,True
679,42,15,4,True,True,True,True,True,True
680,42,17,5,True,True,True,True,True,True
681,42,18,5,True,True,True,True,True,True
682,42,20,6,True,True,True,True,True,True
683,42,21,6,True,True,True,True,True,True
684,42,14,4,True,True,True,True,True,True
685,42,15,4,True,True,True,True,True,True
686,42,17,5,True,True,True,True,True,True
687,42,18,5,True,True,True,True,True,True
688,42,20,6,True,True,True,True,True,True
689,42,21,6,True,True,True,True,True,True
690,42,14,4,True,True,True,True,True,True
691,42,15,4,True,True,True,True,True,True
692,42,17,5,True,True,True,True,True,True
693,42,18,5,True,True,True,True,True,True
694,42,20,6,True,True,True,True,True,True
